time, location, uncertainty
1580697836.35,0.0,-1.74053967155
1580697836.37,0.0,1.82562365858
1580697836.4,0.0,-6.55157891876
1580697836.42,0.0,2.38548829544
1580697836.46,0.0,-2.89911819359
1580697836.49,0.0,0.050877464475
1580697836.52,0.0,-16.4888278221
1580697836.56,0.0,-0.688771628343
1580697836.59,0.0,-0.107442359345
1580697836.63,0.0,106.44276353
1580697836.66,0.0,-0.72247572915
1580697836.69,0.0,0.0537176062892
1580697836.74,0.0,-0.661587879721
1580697836.83,0.0,1.20008560739
1580697836.87,0.0,-0.319638025934
1580697836.92,0.0,9.7013386615
1580697836.96,0.0,0.746102682896
1580697836.98,0.0,-11.0097148873
1580697837.07,0.0,3.63505085421
1580697837.12,0.0,0.0493215833108
1580697837.16,0.0,0.0248292373454
1580697837.18,0.0,-0.76552184969
1580697837.23,0.0,1.9335553399
1580697837.27,0.0,0.394904629521
1580697837.32,0.0,0.0477771297864
1580697837.36,0.0,-0.610011397293
1580697837.38,0.0,1.24997850634
1580697837.42,0.0,0.0524970201375
1580697837.46,0.0,-0.651707591734
1580697837.51,0.0,1.21194339779
1580697837.55,0.0,-1.62386162827
1580697837.6,0.0,1.1139217613
1580697837.62,0.0,-0.911529455933
1580697837.66,0.0,3.69326593424
1580697837.74,0.0,-0.213544088436
1580697837.81,0.0,0.209835170347
1580697837.9,0.0,0.00306021916369
1580697837.94,0.0,0.00509239122064
1580697837.99,0.0,-0.34591164336
1580697838.03,0.0,0.468230381608
1580697838.05,0.0,0.00556788087774
1580697838.09,0.0,-0.00133275271104
1580697838.13,0.0,-0.00136925014798
1580697838.17,0.0,-0.184381143557
1580697838.22,0.0,139.629169582
1580697838.26,0.0,-3.08623595656
1580697838.31,0.0,6.48451782989
1580697838.32,0.0,-0.489063717109
1580697838.36,0.0,2.73292453124
1580697838.41,0.0,-1.27215965033
1580697838.49,0.0,-0.289880677543
1580697838.6,0.0,0.897710166549
1580697838.64,0.0,-4.51132287851
1580697838.69,0.0,0.0505603719049
1580697838.73,0.0,-27.6909681959
1580697838.75,0.0,-4.14273685879
1580697838.79,0.0,2.23760930929
1580697838.84,0.0,-2.37903438708
1580697838.93,0.0,2.7492560666
1580697838.94,0.0,-0.0165425150442
1580697838.98,0.0,-3.5078675053
1580697839.07,0.0,-0.571249435746
1580697839.11,0.0,11.8116222037
1580697839.16,0.0,2.02965103699
1580697839.17,0.0,-1.38278269016
1580697839.22,0.0,3.67058812285
1580697839.27,0.0,-1.60813459502
1580697839.31,0.0,1.29835078179
1580697839.36,0.0,-1.0734691117
1580697839.42,0.0,1.61576274977
1580697839.46,0.0,-1.01349029706
1580697839.55,0.0,1.61282524636
1580697839.59,0.0,-0.134731811708
1580697839.61,0.0,65.1564034912
