time, location, uncertainty
1580697839.65,0.0,2.26738055251
1580697839.7,0.0,0.419965087197
1580697839.74,0.0,-18.1514919256
1580697839.79,0.0,3.67052609771
1580697839.84,0.0,-0.509565037116
1580697839.88,0.0,0.055439926448
1580697839.93,0.0,-0.674937204677
1580697839.97,0.0,1.1847283696
1580697840.01,0.0,-1.1016588011
1580697840.06,0.0,1.59310549417
1580697840.15,0.0,0.0484784908767
1580697840.19,0.0,-19.4676699932
1580697840.24,0.0,3.29841020818
1580697840.33,0.0,0.462577169227
1580697840.37,0.0,0.0451226856167
1580697840.41,0.0,-22.2259919622
1580697840.46,0.0,1.70338846859
1580697840.5,0.0,0.339266407128
1580697840.55,0.0,0.0818419391881
1580697840.59,0.0,-0.808763788622
1580697840.63,0.0,0.0532948330396
1580697840.68,0.0,-1.50688927122
1580697840.72,0.0,1.33371553696
1580697840.77,0.0,-16.5732787532
1580697840.81,0.0,5.59802403424
1580697840.85,0.0,-0.800756165286
1580697840.9,0.0,2.75348441067
1580697840.99,0.0,0.641406701649
1580697841.03,0.0,-5.37266481322
1580697841.04,0.0,-5.32266481322
1580697841.08,0.0,-1.17285383858
1580697841.08,0.0,-1.12285383858
1580697841.13,0.0,-1.07285383858
1580697841.16,0.0,5.57977751184
1580697841.17,0.0,-2.25850079772
1580697841.18,0.0,-2.20850079772
1580697841.21,0.0,3.53268617704
1580697841.23,0.0,3.58268617704
1580697841.25,0.0,0.468794908618
1580697841.28,0.0,0.518794908618
1580697841.3,0.0,-0.72269701575
1580697841.31,0.0,-0.67269701575
1580697841.34,0.0,-0.0966196523736
1580697841.35,0.0,-0.0466196523736
1580697841.36,0.0,-14548.9365666
1580697841.38,0.0,-14548.8865666
1580697841.4,0.0,0.0500001718356
1580697841.41,0.0,0.100000171836
1580697841.45,0.0,0.150000171836
1580697841.45,0.0,-54.9127405094
1580697841.47,0.0,-54.8627405094
1580697841.49,0.0,5.05875880778
1580697841.5,0.0,5.10875880778
1580697841.53,0.0,0.0514568241341
1580697841.55,0.0,0.025358976379
1580697841.56,0.0,0.075358976379
1580697841.59,0.0,0.030057271747
1580697841.61,0.0,0.080057271747
1580697841.67,0.0,0.130057271747
1580697841.69,0.0,0.180057271747
1580697841.71,0.0,0.230057271747
1580697841.72,0.0,0.0400073408212
1580697841.76,0.0,0.0900073408212
1580697841.8,0.0,0.140007340821
1580697841.85,0.0,0.190007340821
1580697841.86,0.0,-3.15992472416
1580697841.89,0.0,-3.10992472416
1580697841.92,0.0,-3.05992472416
1580697841.97,0.0184350013733,-3.00992472416
1580697841.97,0.0184350013733,0.0315835925912
1580697842.0,0.0584189891815,0.0815835925912
1580697842.01,0.0584189891815,-4.27662189073
1580697842.02,0.094997882843,-4.22662189073
1580697842.05,0.094997882843,-1.02417858987
1580697842.09,0.094997882843,7.17967711032
1580697842.12,0.131838083267,7.22967711032
1580697842.14,0.131838083267,0.00843737914373
1580697842.21,0.131838083267,0.0105198789415
1580697842.25,0.131838083267,0.00869125907512
1580697842.29,0.131838083267,-1.00580269777
1580697842.31,0.168744325638,-0.955802697772
1580697842.31,0.168744325638,7.38137485164
1580697842.49,0.168744325638,-0.487940344337
1580697842.5,0.205716371536,-0.437940344337
1580697842.69,0.242653369904,-0.387940344337
1580697842.84,0.242653369904,3.110448723
1580697842.85,0.242653369904,0.769897633874
1580697842.88,0.279263734818,0.819897633874
1580697842.89,0.279263734818,0.170253841672
1580697842.93,0.279263734818,0.0386494601818
1580697842.98,0.279263734818,0.0217990386532
1580697843.06,0.314730882645,0.0717990386532
1580697843.07,0.314730882645,-19.2702211049
1580697843.22,0.314730882645,-0.457917819053
1580697843.26,0.351602315903,-0.407917819053
1580697843.27,0.351602315903,0.00815556124296
1580697843.38,0.351602315903,-3.49437030969
1580697843.43,0.351602315903,-0.336326996561
1580697843.44,0.388637542725,-0.286326996561
1580697843.52,0.388637542725,62.2710346025
1580697843.57,0.388637542725,0.0499598851332
1580697843.61,0.388637542725,0.0248988004778
1580697843.62,0.425313949585,0.0748988004778
1580697843.66,0.425313949585,-0.902432945821
1580697843.71,0.425313949585,0.441928696204
1580697843.75,0.425313949585,0.120629778783
1580697843.79,0.425313949585,0.0353483957031
1580697843.81,0.460356712341,0.0853483957031
1580697843.82,0.460356712341,-10.0653313437
1580697843.91,0.460356712341,1.8459334817
1580697843.96,0.460356712341,0.252017766104
1580697844.01,0.497359752655,0.302017766104
1580697844.19,0.497359752655,-8.11742648211
1580697844.2,0.534067869186,-8.06742648211
1580697844.23,0.534067869186,0.568770279266
1580697844.31,0.534067869186,-1.20762565389
1580697844.35,0.534067869186,0.0521595927765
1580697844.37,0.569370985031,0.102159592776
1580697844.39,0.569370985031,-5.40248861942
1580697844.44,0.569370985031,1.6799420798
1580697844.48,0.569370985031,0.0485548649118
1580697844.52,0.569370985031,0.024633418632
1580697844.57,0.569370985031,0.0165029413656
1580697844.57,0.608367443085,0.0665029413656
1580697844.61,0.608367443085,0.0211348448095
1580697844.65,0.608367443085,0.0148554796641
1580697844.7,0.608367443085,0.01145275599
1580697844.72,0.608367443085,0.00931834203809
1580697844.76,0.64327788353,0.0593183420381
1580697844.77,0.64327788353,0.0222337553989
1580697844.81,0.64327788353,0.0153901422376
1580697844.85,0.64327788353,0.0117679375751
1580697844.9,0.64327788353,0.00952592723435
1580697844.94,0.678156375885,0.0595259272343
1580697844.94,0.678156375885,0.0222448923731
1580697844.99,0.678156375885,0.0153954775503
1580697845.03,0.678156375885,0.0117710567512
1580697845.05,0.678156375885,0.00952797100315
1580697845.1,0.678156375885,0.00800293613455
1580697845.12,0.715225696564,0.0580029361345
1580697845.14,0.715225696564,0.0217076764799
1580697845.19,0.715225696564,0.0151362291637
1580697845.23,0.715225696564,0.0116189019214
1580697845.27,0.715225696564,0.00942803389797
1580697845.31,0.752065181732,0.059428033898
1580697845.32,0.752065181732,0.0217723718875
1580697845.36,0.752065181732,0.0151676552655
1580697845.38,0.752065181732,0.011637410617
1580697845.42,0.752065181732,0.00944021698878
1580697845.47,0.752065181732,0.0079409341579
1580697845.5,0.788871049881,0.0579409341579
1580697845.51,0.788871049881,0.0217695779659
1580697845.56,0.788871049881,0.0151662992753
1580697845.6,0.788871049881,0.0116366123625
1580697845.65,0.788871049881,0.00943969169986
1580697845.69,0.788871049881,0.00794056246752
1580697845.7,0.826037883759,0.0579405624675
1580697845.73,0.826037883759,0.0268391053108
1580697845.78,0.826037883759,0.0174644832226
1580697845.79,0.826037883759,0.0129434647598
1580697845.83,0.826037883759,0.0102818178259
1580697845.87,0.861275196075,0.0602818178259
1580697845.88,0.861275196075,0.0221709520286
1580697845.92,0.861275196075,0.0153600246397
1580697845.97,0.861275196075,0.0117503204171
1580697846.01,0.861275196075,0.00951438011797
1580697846.06,0.861275196075,0.00799334555708
1580697846.06,0.861275196075,0.00689160582158
1580697846.07,0.90020608902,0.0568916058216
1580697846.11,0.90020608902,0.0212593549816
1580697846.15,0.90020608902,0.0149168870439
1580697846.2,0.90020608902,0.0114892193104
1580697846.25,0.90020608902,0.00934246640243
1580697846.28,0.93884396553,0.0593424664024
1580697846.29,0.93884396553,0.0213228392303
1580697846.29,0.93884396553,0.0149481144192
1580697846.33,0.93884396553,0.0115077354846
1580697846.38,0.93884396553,0.00935470587067
1580697846.43,0.93884396553,0.00788034051677
1580697846.47,0.975815534592,0.0578803405168
1580697846.47,0.975815534592,0.0217299105882
1580697846.52,0.975815534592,0.0151470358809
1580697846.56,0.975815534592,0.0116252686527
1580697846.6,0.975815534592,0.00943222553578
1580697846.65,0.975815534592,0.00793527875723
1580697846.66,0.975815534592,0.00684839956539
1580697846.66,1.01285028458,0.0568483995654
1580697846.7,1.01285028458,0.0266023636276
1580697846.74,1.01285028458,0.0173639313252
1580697846.79,1.01285028458,0.0128881517035
1580697846.83,1.01285028458,0.0102468838361
1580697846.84,1.04883885384,0.0602468838361
1580697846.86,1.04883885384,0.0219873758563
1580697846.9,1.04883885384,0.0152716886779
1580697846.94,1.04883885384,0.0116985549074
1580697846.99,1.04883885384,0.00948041240586
1580697847.04,1.0593650341,0.0594804124059
1580697847.04,1.0593650341,0.02637091287
1580697847.05,1.0593650341,0.0172650239987
1580697847.11,1.0593650341,0.0128335819809
1580697847.15,1.0593650341,0.0102123590414
1580697847.2,1.0593650341,0.00848028478203
1580697847.22,1.0593650341,0.058480284782
1580697847.25,1.0593650341,0.0269543377857
1580697847.26,1.0593650341,0.0175132023491
1580697847.32,1.0593650341,0.0129702056337
1580697847.36,1.0593650341,0.0102986845153
1580697847.41,1.0593650341,0.00853972569889
1580697847.41,1.0593650341,0.0585397256989
1580697847.45,1.0593650341,0.0269669585592
1580697847.5,1.0593650341,0.0175185294209
1580697847.54,1.0593650341,0.0129731272076
1580697847.59,1.0593650341,0.0103005264173
1580697847.59,1.0593650341,0.0603005264173
1580697847.61,1.0593650341,0.0273346503303
1580697847.65,1.0593650341,0.0176729643268
1580697847.69,1.0593650341,0.0130576253772
1580697847.74,1.0593650341,0.0103537243109
1580697847.78,1.0593650341,0.00857753554495
